,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Min Temperature,Wind Speed,City ID
305,Tambura,88,SS,1579657215,23,5.6,27.47,290.97,290.97,3.01,366444
306,Norman Wells,20,CA,1579656893,68,65.28,-126.83,247.15,247.15,1.5,6089245
307,Biri,5,PH,1579657216,65,12.68,124.36,299.82,299.82,7.42,1724803
308,Faanui,95,PF,1579657216,77,-16.48,-151.75,301.14,301.14,3.9,4034551
309,Saint Anthony,1,US,1579657216,61,45.02,-93.22,265.37,263.71,4.6,5044290
310,Callaway,1,US,1579657216,55,30.15,-85.57,277.59,273.15,3.1,4149635
311,Barra do Garcas,100,BR,1579657217,90,-15.89,-52.26,296.84,296.84,0.6,3470709
312,Mtwara,100,TZ,1579657217,97,-10.27,40.18,296.76,296.76,2.93,877747
313,Le Port,75,RE,1579657217,94,-20.94,55.29,298.15,292.59,0.81,935616
314,Laredo,90,US,1579657217,51,27.51,-99.51,291.15,289.26,7.2,4705349
315,Vryburg,0,ZA,1579657218,26,-26.96,24.73,290.71,290.71,1.67,942511
316,Kholodnyy,69,RU,1579657218,96,62.72,147.95,237.02,237.02,1.14,2124611
317,Pula,100,HR,1579657218,76,44.87,13.85,279.82,273.15,1.0,3192224
318,Abha,40,SA,1579657218,81,18.22,42.51,284.15,284.15,3.1,110690
319,Bilma,0,NE,1579656903,22,18.69,12.92,287.39,287.39,2.95,2446796
320,Qaqortoq,100,GL,1579657219,85,60.72,-46.03,269.15,269.15,2.1,3420846
321,Fraga,20,ES,1579657219,100,41.52,0.35,280.37,279.82,7.7,3122157
322,Atar,24,MR,1579656982,42,20.52,-13.05,287.83,287.83,3.38,2381334
323,Umea,74,SE,1579657220,64,63.83,20.26,274.15,273.15,8.2,602150
324,Port Hedland,0,AU,1579656938,56,-20.32,118.57,307.15,307.15,6.7,2063042
325,Sao Filipe,67,CV,1579656892,81,14.9,-24.5,293.88,293.88,1.63,3374210
326,Katsuura,75,JP,1579657220,52,35.13,140.3,281.48,277.04,4.6,2112309
327,Gurupa,97,BR,1579657221,99,-1.41,-51.64,295.8,295.8,1.15,3398480
328,Bonito,100,BR,1579657221,95,-21.12,-56.48,295.84,295.84,0.14,3469294
329,Pechenga,75,RU,1579657221,79,69.53,31.17,270.15,270.15,14.4,511865
330,Blackwater,89,AU,1579657222,41,-23.58,148.88,306.96,306.96,2.59,2175403
331,Ponta do Sol,40,PT,1579656855,82,32.67,-17.1,287.15,285.93,3.1,2264557
332,Taltal,15,CL,1579657223,93,-25.4,-70.48,288.89,288.89,0.81,3870243
333,Wattegama,85,LK,1579657223,85,6.8,81.48,298.63,298.63,3.41,1224061
334,Ciudad Lazaro Cardenas,15,MX,1579656770,81,17.96,-102.2,298.13,298.13,0.64,4026082
335,Bandarbeyla,88,SO,1579657223,75,9.49,50.81,297.93,297.93,8.76,64814
336,Codrington,100,AU,1579657224,78,-38.27,141.97,291.08,291.08,9.91,2171099
337,General Roca,20,AR,1579657224,50,-39.03,-67.58,299.15,299.15,2.6,3855065
338,Conceicao do Araguaia,100,BR,1579657224,89,-8.26,-49.26,296.22,296.22,1.25,3401845
339,Qingyang,0,CN,1579657036,65,37.5,121.26,285.37,285.37,0.89,1810920
340,Coquimbo,90,CL,1579657225,88,-29.95,-71.34,290.15,290.15,3.1,3893629
341,Devils Lake,1,US,1579657225,79,48.11,-98.87,270.15,269.15,5.1,5058868
342,Santa Isabel do Rio Negro,20,BR,1579657225,93,-0.41,-65.02,297.28,297.28,0.57,3662489
343,Gunjur,100,GM,1579657225,73,13.2,-16.73,295.15,295.15,2.7,2413419
344,Kudahuvadhoo,88,MV,1579656999,78,2.67,72.89,301.94,301.94,8.22,1337607
345,Ginir,80,ET,1579657226,43,7.13,40.7,285.78,285.78,1.08,336454
346,Minab,69,IR,1579657226,87,27.15,57.08,285.15,285.15,2.1,123941
347,Klaksvik,98,FO,1579657226,93,62.23,-6.59,279.15,279.15,3.1,2618795
348,Bontang,21,ID,1579657227,74,0.13,117.5,301.5,301.5,7.13,1648186
349,Benguela,100,AO,1579657227,86,-12.58,13.41,299.07,299.07,0.59,3351663
350,Finschhafen,100,PG,1579657227,80,-6.6,147.87,301.73,301.73,7.6,2097418
351,Vila do Maio,96,CV,1579657228,77,15.13,-23.22,294.15,294.15,5.7,3374120
352,Waverly,1,US,1579657228,79,42.74,-84.62,269.26,264.82,3.1,5014208
353,Xining,0,CN,1579657228,43,36.62,101.77,266.58,266.58,2.53,1788852
354,Angoche,100,MZ,1579656965,90,-16.23,39.91,296.93,296.93,6.16,1052944
355,Saint-Joseph,100,RE,1579657228,94,-21.37,55.62,298.15,292.59,1.0,6690296
356,Atasu,100,KZ,1579657229,93,48.68,71.64,262.07,262.07,7.35,1526041
357,Moose Factory,75,CA,1579657229,78,51.26,-80.61,265.15,265.15,2.6,6078372
358,Asahikawa,75,JP,1579657229,73,43.77,142.37,270.15,270.15,4.1,2130629
359,Jaguaruna,96,BR,1579657229,79,-28.61,-49.03,293.76,293.76,1.74,3460197
360,Kulhudhuffushi,63,MV,1579657230,74,6.62,73.07,301.89,301.89,8.44,1337613
361,Walla Walla,1,US,1579657230,70,46.06,-118.34,280.15,273.15,3.6,5814916
362,Puerto Cabezas,1,NI,1579657230,88,14.04,-83.39,295.63,295.63,3.11,3617154
363,Birao,0,CF,1579657230,20,10.28,22.79,288.02,288.02,6.01,240210
364,Agustin Codazzi,40,CO,1579657231,74,10.03,-73.24,300.15,300.15,8.2,3792383
365,Ukiah,90,US,1579657231,81,39.15,-123.21,284.82,279.26,1.08,5404476
366,Luba,100,GQ,1579657231,84,3.46,8.55,299.89,299.89,3.68,2309528
367,Luau,100,AO,1579656939,98,-10.71,22.22,291.75,291.75,1.9,876177
368,Komsomolets,45,KZ,1579657232,92,53.75,62.07,262.34,262.34,6.27,1522348
369,Orange,40,US,1579657232,63,33.7,-117.77,290.15,279.26,3.1,5379524
370,Alice Springs,0,AU,1579656640,38,-23.7,133.88,306.15,306.15,4.6,2077895
371,Maragogi,17,BR,1579657233,81,-9.01,-35.22,300.52,300.52,6.06,3395458
372,Hun,34,LY,1579656904,73,29.13,15.95,281.88,281.88,3.12,2216645
373,Karratha,0,AU,1579657233,64,-20.74,116.85,303.34,303.34,7.62,6620339
374,Lufilufi,75,WS,1579657234,83,-13.87,-171.6,302.15,302.04,4.1,4035249
375,Gretna,1,US,1579657234,36,29.91,-90.05,282.15,276.48,3.1,4326575
376,Madang,100,PG,1579657234,81,-5.22,145.8,300.8,300.8,6.99,2091996
377,Lavumisa,30,SZ,1579657234,83,-27.31,31.89,296.15,296.15,0.76,935051
378,Luleburgaz,0,TR,1579657235,86,41.4,27.36,272.59,272.15,0.64,741855
379,Sapa,1,PH,1579657235,74,5.15,120.32,300.75,300.75,4.8,1687343
380,Dillon,1,US,1579657235,43,34.42,-79.37,275.15,273.15,3.1,4576653
381,Lobito,100,AO,1579657235,88,-12.35,13.55,299.06,299.06,1.32,3347939
382,Augusto Correa,100,BR,1579657236,90,-1.02,-46.63,298.08,298.08,3.47,3406961
383,Aykhal,59,RU,1579657236,73,66.0,111.5,237.15,237.15,2.0,2027296
384,Biak,54,ID,1579657236,64,-0.91,122.88,301.36,301.36,3.42,1637001
385,Ekhabi,7,RU,1579657236,86,53.51,142.97,254.77,254.77,5.14,2122614
386,Marawi,52,PH,1579657237,62,8.0,124.29,300.37,300.37,1.34,1701054
387,George,100,ZA,1579657237,93,-33.96,22.46,290.15,290.15,5.7,1002145
388,Kyren,10,RU,1579657237,68,51.68,102.14,253.46,253.46,2.72,2021031
389,Buraidah,0,SA,1579657237,75,26.33,43.98,281.15,281.15,5.7,107304
390,Boa Vista,27,BR,1579657238,61,2.82,-60.67,301.15,301.15,2.6,3664980
391,Sechura,18,PE,1579657238,91,-5.56,-80.82,294.42,294.42,1.82,3691954
392,Provideniya,90,RU,1579657238,78,64.38,-173.3,261.15,261.15,2.0,4031574
393,Sambava,77,MG,1579657238,94,-14.27,50.17,296.5,296.5,0.88,1056899
394,Catia La Mar,85,VE,1579657239,70,10.6,-67.03,294.82,294.82,0.45,3646190
395,Iqaluit,20,CA,1579657053,61,63.75,-68.51,242.59,242.15,5.7,5983720
396,Qinzhou,87,CN,1579657239,79,21.95,108.62,295.03,295.03,6.27,1797551
397,Bairiki Village,75,KI,1579657239,74,1.33,172.98,304.15,304.15,2.6,7601762
398,Muriwai Beach,100,NZ,1579657240,60,-36.82,174.45,296.48,293.71,6.2,2186363
399,Okha,7,RU,1579656897,86,53.57,142.95,254.77,254.77,5.14,2122614
400,Dingle,65,PH,1579657241,79,11.0,122.67,299.13,299.13,6.52,1714733
401,Oloron-Sainte-Marie,90,FR,1579657241,70,43.19,-0.61,282.15,280.15,5.7,2989569
402,Fairbanks,75,US,1579657234,68,64.84,-147.72,251.48,245.15,0.31,5861897
403,Faya,40,SA,1579657242,81,18.39,42.45,284.15,284.15,3.1,110690
404,Quedlinburg,20,DE,1579657242,84,51.78,11.15,276.48,267.59,3.58,2851465
405,Ust-Nera,100,RU,1579657242,99,64.57,143.2,237.51,237.51,1.26,2120048
406,Lita,5,RO,1579657242,79,43.8,24.82,269.15,267.04,3.1,674706
407,Betul,51,IN,1579657243,68,21.92,77.9,294.4,294.4,5.43,1276389
408,Beisfjord,95,NO,1579657243,100,68.38,17.6,273.15,268.15,8.2,3144987
409,Cairns,40,AU,1579657171,74,-16.92,145.77,306.48,297.59,5.1,2172797
410,Quatre Cocos,75,MU,1579656892,94,-20.21,57.76,298.15,298.15,2.23,1106643
411,Shubarshi,97,KZ,1579657244,93,48.59,57.19,267.91,267.91,8.53,608270
412,Changji,89,CN,1579657244,85,44.02,87.32,261.15,261.15,1.0,1529569
413,Vanimo,67,PG,1579657245,80,-2.67,141.3,301.01,301.01,6.36,2084442
414,Airai,84,TL,1579657245,53,-8.93,125.41,301.45,301.45,1.87,1651810
415,Rawson,0,AR,1579657245,63,-43.3,-65.1,292.12,292.12,7.65,3839307
416,Lincoln,1,US,1579656831,68,40.8,-96.67,273.15,268.71,7.2,5072006
417,Batagay-Alyta,100,RU,1579656971,98,67.8,130.41,244.03,244.03,0.33,2027042
418,Sovetskiy,100,RU,1579657246,92,61.36,63.58,260.42,260.42,6.61,1491230
419,Goderich,100,CA,1579657247,79,43.75,-81.72,272.59,265.93,1.34,5962442
420,Souillac,75,MU,1579657247,94,-20.52,57.52,298.15,298.15,0.69,933995
421,Deputatsky,27,RU,1579657247,91,69.3,139.9,240.28,240.28,2.2,2028164
422,Vartej,2,IN,1579657247,35,21.73,72.07,290.03,290.03,4.62,1253381
423,Muroto,75,JP,1579657248,66,33.28,134.15,282.15,282.15,3.1,1856392
424,Mamonit,40,PH,1579657248,65,15.59,120.4,300.15,300.15,5.1,1702215
425,Woodland,90,US,1579656974,93,38.68,-121.77,287.15,281.48,2.6,5410430
426,Cherskiy,100,RU,1579657248,98,68.75,161.3,243.97,243.97,3.16,2126199
427,Poronaysk,27,RU,1579657249,63,49.22,143.12,264.91,264.91,4.14,2121909
428,Evensk,88,RU,1579657249,80,61.95,159.23,247.3,247.3,2.74,2125693
429,Kawalu,26,ID,1579657249,62,-7.38,108.21,302.15,302.15,1.71,1640902
430,Henties Bay,0,NA,1579656924,90,-22.12,14.28,291.48,291.48,0.89,3356832
431,Illapel,0,CL,1579657250,78,-31.63,-71.17,287.88,287.88,0.41,3887344
432,Guane,0,CU,1579657250,74,22.2,-84.09,291.57,291.57,8.16,3557758
433,Kamenka,100,RU,1579657250,96,51.32,42.77,274.82,274.26,8.49,553766
434,Caconda,88,AO,1579657251,95,-13.73,15.07,289.71,289.71,0.65,3351380
435,Rorvik,100,NO,1579657251,89,64.86,11.24,275.37,275.37,2.68,3141310
436,Tessalit,53,ML,1579657252,22,20.2,1.01,292.35,292.35,5.56,2449893
437,Alta Gracia,20,AR,1579657252,78,-31.65,-64.43,296.15,292.59,4.1,3866163
438,Herouville-Saint-Clair,0,FR,1579657252,92,49.21,-0.31,272.15,271.15,1.5,3013403
439,Makakilo City,75,US,1579657252,57,21.35,-158.09,300.15,296.48,4.6,5850554
440,Mount Gambier,100,AU,1579657253,68,-37.83,140.77,293.15,293.15,8.7,2156643
441,Alta Floresta,100,BR,1579656864,95,-9.88,-56.09,296.2,296.2,1.41,6316343
442,Baykit,5,RU,1579657253,94,61.67,96.37,237.09,237.09,1.14,1510689
443,Lashio,0,MM,1579657254,40,22.93,97.75,292.78,292.78,0.1,1314759
444,Nyurba,100,RU,1579657254,98,63.28,118.33,248.1,248.1,1.8,2018735
445,Camacha,40,PT,1579657254,72,33.08,-16.33,288.15,287.15,5.7,2270385
446,Foam Lake,0,CA,1579657254,82,51.65,-103.53,266.24,266.24,3.92,5955084
447,Liwale,100,TZ,1579657254,97,-9.77,37.93,294.8,294.8,1.74,155921
448,Clinton,40,US,1579657203,73,42.59,-82.92,270.37,267.04,4.1,4989133
449,Tateyama,75,JP,1579656862,52,34.98,139.87,281.48,278.71,4.6,1850523
450,Nemuro,20,JP,1579657256,67,43.32,145.57,268.15,268.15,4.1,2128975
451,Bloemhof,0,ZA,1579657256,51,-27.65,25.61,291.51,291.51,4.01,1018673
452,Jalu,0,LY,1579657256,72,29.03,21.55,282.76,282.76,2.99,86049
453,Aksu,31,CN,1579656900,66,41.12,80.26,267.66,267.66,0.68,1529660
454,Jutai,69,BR,1579657256,91,-5.18,-68.9,297.32,297.32,1.05,3663693
455,Newport,90,GB,1579657257,100,51.59,-3.0,279.26,272.04,2.6,2641598
456,Anito,0,PH,1579657257,75,12.45,125.29,299.29,299.29,9.38,1730622
457,Medicine Hat,75,CA,1579656983,100,50.05,-110.67,271.48,269.15,2.13,6071618
458,Lompoc,1,US,1579657258,81,34.64,-120.46,287.15,283.71,2.6,5367788
459,Talnakh,100,RU,1579657258,74,69.49,88.4,242.15,242.15,4.0,1490256
460,High Level,5,CA,1579657258,92,58.52,-117.14,259.15,259.15,1.2,5975004
461,Destin,1,US,1579657258,59,30.39,-86.5,277.04,273.15,3.1,4153188
462,Talaya,100,RU,1579657259,99,61.38,152.75,238.22,238.22,0.2,2120769
463,Banamba,63,ML,1579657259,20,13.55,-7.45,295.77,295.77,3.01,2460546
464,Valparaiso,0,CL,1579657236,82,-33.04,-71.63,289.15,289.15,2.1,3868626
465,Nuuk,90,GL,1579656927,73,64.18,-51.72,269.15,269.15,9.3,3421319
466,Vardo,100,NO,1579657260,81,70.37,31.11,270.25,270.25,15.66,777019
467,Husavik,20,IS,1579657260,74,66.04,-17.34,276.15,276.15,6.2,2629833
468,Gazojak,0,TM,1579657260,63,41.19,61.4,271.48,271.48,4.48,1514792
469,Tsimmerbude,90,RU,1579657261,81,54.67,20.13,280.15,280.15,12.0,485660
470,Mindelo,20,CV,1579657261,77,16.89,-24.98,294.15,294.15,5.1,3374462
471,Krasnyy Yar,90,RU,1579657261,80,46.53,48.35,272.15,272.04,8.0,541349
472,Bud,1,US,1579657261,100,39.45,-86.18,269.82,267.15,2.1,4255151
473,San Nicolas,20,PH,1579657262,69,18.17,120.6,298.15,298.15,2.1,1688859
474,Pochutla,20,MX,1579657262,69,15.74,-96.47,300.15,300.15,5.18,3517970
475,Port Hardy,75,CA,1579656731,93,50.7,-127.42,278.15,278.15,5.1,6111862
476,Yangi Marg`ilon,90,UZ,1579657002,74,40.43,71.72,273.15,273.15,2.1,1513491
477,Gimli,73,CA,1579657263,90,50.63,-96.99,264.82,261.48,3.58,5961417
478,Marzuq,12,YE,1579657263,85,14.4,46.47,286.74,286.74,2.63,72181
479,Fuling,15,CN,1579657263,66,29.7,107.39,283.95,283.95,0.44,1810979
480,Hambantota,89,LK,1579657263,76,6.12,81.12,300.79,300.79,9.9,1244926
481,San-Pedro,83,CI,1579657264,82,4.75,-6.64,300.75,300.75,4.02,2282006
482,Vestmannaeyjar,100,IS,1579657264,92,63.44,-20.27,280.38,280.38,10.6,3412093
483,Sobolevo,100,RU,1579657264,74,54.43,31.9,273.94,273.94,5.94,525426
484,Cassilandia,100,BR,1579657264,90,-19.11,-51.73,296.2,296.2,0.83,3466750
485,Lima,75,PE,1579656784,94,-12.04,-77.03,295.15,295.15,4.1,3936456
486,Kargasok,18,RU,1579657265,96,59.06,80.86,253.55,253.55,4.02,1504382
487,Olbia,20,IT,1579657035,77,40.92,9.49,288.15,288.15,8.2,6540127
488,Sahuaripa,100,MX,1579657265,92,29.05,-109.23,281.73,281.73,0.13,3988265
489,Pitimbu,20,BR,1579657266,83,-7.47,-34.81,300.15,300.15,2.6,3391889
490,Jamame,50,SO,1579657266,82,0.07,42.75,300.43,300.43,10.07,56399
491,Coaticook,90,CA,1579657266,66,45.13,-71.8,263.15,258.71,2.6,5924500
492,Tombouctou,100,ML,1579657266,19,20.0,-3.0,293.77,293.77,3.07,2449066
493,Vasai,40,IN,1579657267,60,19.47,72.8,300.37,297.15,1.5,1253372
494,Kholtoson,9,RU,1579657267,78,50.3,103.31,254.1,254.1,1.19,2022369
495,Lata,84,PT,1579657267,70,40.16,-8.33,284.82,277.59,2.6,2738381
496,Marsh Harbour,25,BS,1579656913,77,26.54,-77.06,292.02,292.02,12.33,3571913
497,Akonolinga,100,CM,1579657268,82,3.77,12.25,290.03,290.03,1.16,2235776
498,Margate,75,GB,1579656935,93,51.38,1.39,278.15,273.15,1.5,2643044
499,Uyemskiy,90,RU,1579657268,100,64.47,40.85,271.15,271.15,4.0,477579
500,Wufeng,100,CN,1579657268,88,27.45,104.83,276.4,276.4,1.43,1784592
501,Raahe,0,FI,1579657269,74,64.68,24.48,272.15,270.93,7.2,640276
502,Black River,40,JM,1579657269,78,18.03,-77.85,300.15,299.26,4.1,3491355
503,Cehu Silvaniei,96,RO,1579657269,100,47.41,23.18,272.15,270.93,3.1,675261
504,Santa Vitoria,92,BR,1579657270,91,-18.84,-50.12,296.26,296.26,0.94,3449749
505,Waddan,34,LY,1579657270,73,29.16,16.14,281.88,281.88,3.12,2209055
506,Dalvik,20,IS,1579656882,74,65.97,-18.53,276.15,276.15,6.2,2632287
507,Soyo,100,AO,1579656946,85,-6.13,12.37,299.81,299.81,2.44,2236967
508,Nioro,100,GM,1579657271,19,13.35,-15.75,296.81,296.81,1.79,2412408
509,Naze,75,JP,1579657271,60,28.37,129.48,293.15,292.15,4.1,1855540
510,Koubia,85,GN,1579657271,30,11.58,-11.9,292.98,292.98,1.43,2418764
511,Winnemucca,90,US,1579656924,42,40.97,-117.74,282.15,278.71,5.7,5710360
512,Katangli,1,RU,1579657272,85,51.71,143.23,259.74,259.74,2.9,2122783
513,Golden,75,US,1579657067,43,39.76,-105.22,280.37,272.04,2.34,5423294
514,Celestun,35,MX,1579657272,72,20.87,-90.4,294.07,294.07,9.5,3531368
515,Nishihara,75,JP,1579657273,64,26.18,127.76,294.15,293.71,3.6,1855342
516,Mareeba,40,AU,1579657273,74,-17.0,145.43,307.04,297.59,5.1,2158767
517,Santa Rosa de Aguan,100,HN,1579657273,77,15.95,-85.72,297.9,297.9,10.74,3601496
518,Novikovo,99,RU,1579657273,92,51.15,37.89,275.01,275.01,7.25,487928
519,Riyadh,0,SA,1579656992,33,24.69,46.72,288.15,288.15,7.2,108410
520,Obo,59,CF,1579657274,20,5.4,26.49,292.09,292.09,3.4,236950
521,Nelson Bay,20,AU,1579656905,62,-32.72,152.15,307.59,302.15,3.6,2155562
522,Sabha,0,LY,1579657274,56,27.04,14.43,283.1,283.1,5.14,2212775
523,Esso,0,RU,1579657275,85,55.93,158.7,253.5,253.5,1.0,2125711
524,Gunnedah,0,AU,1579657275,13,-30.98,150.25,307.15,307.15,5.7,2164206
525,Daru,93,PG,1579657275,74,-9.08,143.21,304.04,304.04,2.46,2098329
526,Ludvika,33,SE,1579657276,59,60.15,15.19,276.48,275.37,6.7,2693759
527,Malynivka,90,UA,1579657276,93,49.82,36.73,275.15,275.15,7.0,793657
528,Trenton,1,US,1579657223,42,40.22,-74.74,272.59,268.15,2.6,5105496
529,Stokmarknes,90,NO,1579657276,93,68.56,14.91,273.15,270.93,0.45,3136690
530,Shenjiamen,100,CN,1579657277,87,29.96,122.3,285.34,285.34,2.95,1795632
531,Alangilanan,40,PH,1579657277,78,9.64,123.11,300.15,300.15,2.1,1731665
532,Emerald,40,AU,1579657277,49,-23.53,148.17,306.48,306.15,4.1,2167426
533,Bodo,75,NO,1579657278,80,67.28,14.4,275.15,271.48,5.1,3160881
534,Thenzawl,90,IN,1579657278,100,23.32,92.75,282.15,282.15,1.5,1254609
535,Zhanaozen,86,KZ,1579657278,93,43.3,52.8,272.01,272.01,6.26,607610
536,Hampton,1,US,1579657279,54,37.03,-76.35,275.15,270.93,1.5,4762894
537,Westport,1,US,1579657279,35,41.14,-73.36,272.59,264.15,2.1,4845585
538,Marsabit,16,KE,1579657279,29,2.33,37.99,299.41,299.41,4.51,187585
539,Hope,1,US,1579657280,64,33.67,-93.59,277.59,275.15,2.1,4115181
540,Havelock,1,US,1579657280,51,34.88,-76.9,275.15,273.15,10.3,4470244
541,College,75,US,1579656912,68,64.86,-147.8,251.48,245.15,0.38,5859699
542,Quthing,26,LS,1579657280,67,-30.4,27.7,288.12,288.12,0.75,932183
543,Teya,100,RU,1579656921,95,60.38,92.63,243.92,243.92,2.43,1489656
544,Galesong,20,ID,1579657281,70,-5.32,119.37,303.15,303.15,1.5,1644605
545,Lakeside,1,US,1579657219,40,30.13,-81.77,278.15,275.15,2.6,4161461
546,Chadiza,100,ZM,1579657281,99,-14.07,32.44,288.86,288.86,1.01,921028
547,Horten,8,NO,1579657282,64,59.42,10.49,277.59,273.15,4.6,3160606
548,Fort Nelson,40,CA,1579657282,84,58.81,-122.7,254.15,254.15,0.96,5955902
549,Boshnyakovo,0,RU,1579657282,75,49.63,142.17,260.69,260.69,1.95,2126493
550,Hokitika,100,NZ,1579656978,79,-42.72,170.97,290.6,290.6,2.98,2206894
551,Palmas Bellas,40,PA,1579657283,83,9.23,-80.09,300.15,297.59,3.1,3703523
552,Road Town,20,VG,1579657283,83,18.42,-64.62,299.15,297.04,3.1,3577430
553,La Rioja,9,AR,1579657284,53,-29.41,-66.85,297.82,297.82,1.67,3848950
554,Kuloy,100,RU,1579657284,86,61.03,42.49,270.96,270.96,5.08,539385
555,Deniliquin,54,AU,1579657284,17,-35.53,144.97,306.94,306.94,9.02,2169068
556,Alexandria,56,EG,1579657246,57,31.22,29.96,283.69,283.69,1.74,361058
557,Guryevsk,90,RU,1579657285,81,54.77,20.61,280.15,280.15,12.0,557906
